check_stop,sentiment
bila sop longgar tengok naik balik pkp longgar pkp ulang sampai lebam selagi adham bodo,negative
pkp bertambah pekerjaan gagal kesian berisan,negative
kes bawah pkp zero ketat kes melebihi sehari tapi tidak pkp negeri pkp zero negeri tidak ketat tidak serius kurangkan kes baru negeri kes tinggi buatlah pkp main usaha merugikan banyak kes meningkat usaha sia,negative
tidak takut covid 😥,negative
semoga menurun kes malaysia amin,positive
semoga wabak covid lenyap 🤲 🏻,positive
alhamdulillah turun esok lahh rentas negerii,positive
alhamdulillah menurun tapi sabar bercuti punn pulih sikit walaupun dibenarkan berterusan raya balik raya 😢 😢,positive
alhamdulillah slow turun harap sambut ramadhan tanpa covid amin,positive
keluar beli barang dapur tengok kereta ramai bawa positive anak ramai keluar ronda naik motor tanpa mask helmet myb kawasan bandar tiada polis memantau taktau harap kes menurun walaupun kesedaran rakyat malaysia susah diubah,negative
bayangkan negeri tinggi kes jangkitan covid kes menurun minggu boleh turun tidak mustahil turun,positive
alhamdulillah kes sembuh melebihi kes baru semoga berterusan inshaal,positive
tidak yah risau tkawal doakan semoga covid cpat blalu pergi kasihan frontliner semoga sntiasa bawah lindungan amin,positive
tengok pkp longgar bukan pkp sukar kes jangkit berjangkit reda harap ambil tindakan ketat,negative
mati mungkin kena tunggu menteri mati baru lockdown bulan,negative
palestin perang budak sekolah afrika perang saudara budak pergi sekolah covid perang budak sekolah baru kerajaan suruh buka sekolah bising takut masa terlahirnya budak bebal education kesihatan kena seimbang,negative
syukur kesembuhan dalm kekalkan momentum,positive
alhamdulillah terima kasih terima kasih frontliner hope turun amin,positive
syukur alhamdulli didoakan semoga esok kes menurun sakit dikurniakan kesembuhan swt amin,positive
mati kering rumah bukan mati kena covid 🤨 🤨,negative
government effectively control boarder illegal immigrants endless story covid spreaders walk malaysia like back yards,negative
pkp zero buang masa sektor buka baik larangan rentas negeri tidak payah pkp tidak beza,negative
kjp menurun kjp naik man,negative
kluster kilang tapak pembinaan warga asing kes tinggi kilang tapak pembinaan beroperasi walaupun pkp rakyat jadi mangsa,negative
kematian malaysia covid tak dengar punca kematian slain covid mlainkan covid,negative
faham kerajaan tersepit pkp lama ekonomi negara teruk hutang negara bertambah rakyat ramai degil tak reti ddk diam bila kes meningkat kerajaan disalahkan pkp salah tak pkp salah serba salah gamaknya,negative
quena ramai kena kasihan barisanhadapan bertungkus lumus bertugas tinggal anak duduk timur duduk barat seorng ujian swt rakyat tak kerja penting tidak payah keluar pergi beli,neutral
baru perasan peta kuning hijau 😆 😆,neutral
sia sjr kes ribu kes,negative
much increase due bazzars 🥵,negative
harap kes sembuh tinggi kes baru tak kisah kes baru ribu janji kes sembuh tidak tidak kes baru harap jadi kenyataan,positive
still wanna open school cases high kids maybe not vulnerable group parents elderly people family risk kids becama carriers asymptomatic close friend lost mother due covid first reduce numbers start vaccinate open schools mco till th school opens first 🤦 🏻 ‍ ♂️,negative
look bright side could extend emergency indefinitely not accountable anyone 😃,positive
virus iq tinggi kenal marhem incubation period rakyat negative marhem teror virus,negative
alhamdulillah kes aktif kurang tapi belum menang sedara ikut sop tetapkan inshaal menang,positive
forget reduced testing close contacts test symptoms,negative
tahniah ribu tidak mengaparlu pergi hospital nyusahkan hospital boleh kubur degil mampus,negative
kes naik pkp tidak ikut first pkp,negative
tak hrpan negeri menurun,negative
tak turun selagi pergerakan kesana bebas,negative
alhamduli semoga menurun rakyat malaysia patuh sop,positive
mohon maaf warga laman sosial facebook angka kes positif covid tidak berkurangan selagi pendirian rakyat malaysia tidak berubah motif utama wajib rakyat malaysia lakukan menumbangkan pentadbiran kerajaan pengkhianat negara bukan elakkan kerap keluar rumah boleh rakyat malaysia sewajarnya elakkan diri mengunjungi hospital diri tidak mengelami penyakit kurang serius hanya hospital berani memutuskan kununnya diri jangkiti penyakit covid diri hanya mengelami penyakit percaya selagi rakyat malaysia tidak berani lakukan selagi angka kes positif covid tidak pandai berkurangan,negative
tidak adil sektor perlancongan tak dpat beroperasi sdngkan kerajaan gagal kawal wabak walaupun tempoh pkp,negative
turun pergi market tapi bawaknya keluarga anak ikut jaga bangladesh main ambil temperature masuk malas cakap banyak pike,negative
naik balik kes harap gov adil pertimbangan pkpb jangan fikir perayaan hati perasaan hati perasaan ikut sop mane tidak boleh raya perayaan tidak boleh smbut jangan berat sebelah gov esok smbut thaipusam cny naik kes baru pkp ketat time tidak penat kluster tabligh kemain kena kondem kluster pru tak mengaku salah tegakkan benang basah,negative
kes angka jadi bila duduk terkawal contohi australia masa kes sikit kena cepat kawal berpuluh puloh bila zero kes bulan ritu 😔 😔,negative
bila mkn pm announce next step fourth feb kesian sikit majikan asyik kelamkabut prepare,negative
alhamdulillah brturut kes sembuh tnggi kes baru sekurang kurangnyat doakan baik menang berdoa usaha takziah terkorban semoga baik indah pencipta inshal,positive
ayuh potong sikit,negative
mohon tutup sekolah sampai kes bawah,neutral
tidak jejak ribu syukur harap pandai diri kedai boleh buka moga ekonomi naik kedai mkn boleh mkn kedai tapi sedih gov mkn tapi hat ketegaq kedai makan tengok bawa family budak total pandai diri teringin mkn lauk kedai bungkus lapaq mkn kereta,negative
alhamdulillah rahmat kes sembuh tinggi terima kasih tidak terhingga barisanhadapan semoga lindungi istikamah menjaga diri berusaha memerangi wabak semoga kes baru menurun jangan putus asa bersatu perangai wabak berdoa hentikan negatif hentikan salahkan menang,positive
bagus turun drastik maintain turun maintain alhamdulillah zero kes negeri tidak terbaikk kekal patuh sop,positive
ramai bawa baby pergi pasaraya tak,negative
menurun kes alhamdulillah,positive
pesanan masyaikh jangan bila,neutral
alhamdulillah turun habis amin 🤲,positive
sabar baru pkp zero salahkan kerajaan baru pkp kes covid ambil masa bulan ikut kadar jangkitan naught 🤦 ‍ ♂️,negative
ramai fokus kes baharu naik turun fokus kes aktif awal bulan januari kes aktif habis bulan januari kes aktif engkauu rasaa tunggu capai aktif baru lockdown habis,negative
kesabaran keikhlasan menerima ujian kemanisan kenikmatan masa istikamah doa pematuhan sop menang semoga insan sayang lindungi wabak covid mengidap kesembuhan secepatnya semoga frontliner tabah amin,positive
minggu target ribu terbaik,negative
kes sembuh sehari please,neutral
harap pkp tamat lama tak kerja bisnes melibtkan rents negeri daerah rs stress fikir takut company tutup lama kerja rs tak berbaloi harap gov buka rents negeri,negative
banyak kes,negative
alhamduli syukur terima kasih barisanhadapan tidak ptus asa bertugas menjaga rakyat malaysia 💋 sembuhkan sakit angkatlah wabak muka bumi peluang berkumpul bulan ramdhan amin raballamin 💋,positive
hi pkp indak pkp ndapaya beli baju sekolah jadi duit boleh save bikin beli makanan,neutral
kes ribu harap turun ribu amin 🤲 pkp norma baru,positive
zero first wave zero second wave no right long first wave comment zero iq,negative
bila boleh target kes baharu,neutral
alhamdulillah usaha semoga ramadhan syawal kenangan manis tidak lupakan perayaan berusaha berdoa terima kasih penghargaan tentera barisanhadapan jasa pengorbanan hanya membalasnya abaikan negatif tidak kudis kehidupan semoga istikamah perjuangan kejayaan milik semoga sinar rakyat malaysia amin,positive
kkm swap test roadblock lelaki konvoi moto malam jolok hidung rase perit,neutral
pkp sampai kes zero potong gaji menteri bukan kerja tapi berebut kuasa,negative
baru elok buka duduk cakap kesian frontliners kesian hanya ramai berpusu kesana kesian,negative
iskk turun jaga elok jangan prn aktiviti politik prn jangan balik kampung tepu duduk pulau setahun tidak boleh kerja,negative
area risau muda takpa kuat risaukan rumah umur 😭 virus tidak nampak takut jadi punca,negative
kes bayak minggu mencecah ribu ditaruk haspital,negative
pkp tidak pkp mac masa takut covid jalan raya lengang tak berani keluar kes baru pkp tidak pkp ramai keluar kereta banyak jalan raya takut tengok angka kes harian 😭,negative
alhamdulillah menurun kes harian,positive
alhamdulillah angka moga penurunan,positive
masa jangan benarkan rentas negeri sekurang kurangnya jangkitan digit sehari pesakit wad buka sempadan negeri tidak pkp laksanakan,negative
kes rendah ujian saringan sikit saringan banyak kes mencanak naik jadi mangsa rakyat 😑 😑,negative
kes boleh buka sekolah majoriti bapa risau anak diletakan risiko bahaya penularan,negative
alhamdullil masuk icu menurun walaupun kes baru tinggi tanda penyakit covid boleh sembuh kes sembuh baru meningkat kali ganda penting jaga sop serah kpdnya menguruskannya,positive
hair saloon boleh buka ？ kerajaan tidak ambil tindakan tangkap warga asing tanpa permit ？ kerajaan tidak rakyat susah ？,negative
gov mco zero seriously partially cases not getting lesser getting worse,negative
naik kluster baharu,negative
baru rentes daerah belum rentas negeri jaga sop tapi bila jumpa hilang sop tunggu naik,negative
rakyat sengsara ramai tak kerja banyak company tutup tak boleh berfikir hanya berdoa subhana taala amin,negative
assallamualaikum memohon kelonggaran rentas daerah pencari besi barangan lusuh pekrjaan tidak melibatkan hanya besi buruk mematuhi sop mkn kelonggran sampai,neutral
angka tidak logic population negara pakistan j tapi kes sehari degil tapi malaysia angka seriously tidak logic kerajaan kesian rakyat marhean letak bab politik naikkan balik ekonomi malaysia extremely beging,negative
alhamdulillah kes sembuh meningkat syukur mudah mudahan kes menurunn,positive
alhamdulillah kes sembuh tinggi tahniah kkm frontliner bertungkus lumus moga membalas jasa berlaku izinnya elakkan caci bersihkan hati ujian,positive
lets keep effort best break chain not coming cny also raya deepawali also,positive
main angka ngo senarai list nama pesakit kematian tak indak,negative
banyak positive covid dikurantina dirumah contoh housemate boleh pergi atm ambil duit positive gelang pink tidak wujud sbab kawan kkm tak gelang pink,neutral
darurat pkp dilaksanakan tidak membantu mengurangkan kes positif covid darurat pkp zero penurunan kes positif covid,negative
terkawal 😅 masa kes naik ribu sehari tidak pkp malaysia naik baru late punca politik rakyat menanggung,negative
alhamdulillah semoga turun kes baru sifar amin,positive
kwsp tidak luluskan kategori asyik proses boleh tahan duduk rumah tiada kerja cari duit tidak peduli covid,negative
compare population country high population high cases covid,negative
uk lockdown balik,neutral
bukan pkp gagal tapi rakyat malaysia gagal jaga diri sibuk jaga diri,negative
kes meningkat bila boleh clear,negative
kes hanya kes bergeja kes melibatkan depo tahanan dipercayai berpunca bawaan pati indon diusir keluar,negative
kes lingkungan ribu tapi ramai sekatan rentas daerah negeri ditamatkan,negative
wish see deaths unrelated covid since oktober,positive
alhamdullil menurun sikit kes baharu tapi kes kematian 😭 😭 😭,negative
sayu hati bila tengok keputusan covid bila berhakir permudhkan urusan buang juh,negative
ketatkan sekatan jalan sop kerja kurgkan kes nampak longgar tegas prubahan,negative
relax jangan terlampau syok walaupun pkp kali tidak bulan harap jauhi penyakit harap bersabar penyakit hilang radar malaysia 🤲,positive
ba gun rakyat malaysia bersembahyang berdoa bala diangkat naik hambanya,positive
kes turun kdaan selamat baru rentas negeri harap kes turun mendadak aidilfitri amin kuasa tuhan,positive
tidak kurang ribu,negative
fourth wave,negative
campur kes,negative
gayat ranking kutipan kes bukan hasil kutipan pingat 🤣 🤣,neutral
jaga oka jangan nakal kesian frontliner malam kerja,negative
pkpd covid terkawal,neutral
kematian tidak boleh dielakkan tertulis,negative
alhamduli jangan rentas negeri daerah,neutral
kes pkp cecah beribu cuti malaysia benda menteri jaga rakyat jaga ekonomi kuasa menteri fail,negative
tutup sempadan negeri merebak negeri covid,negative
minggu pkp juara berkesan pkp zero kerajaan pkp terlampau ketat zero kes feb pkp tidak dilanjutkan sesuai,negative
pkp tahniah kerajaan membenarkan kenderaan keluar masuk sekatan mudah,negative
kkm keluarkan status covid tidak boleh keluarkan status pad,negative
masyuuk,neutral
boleh kes pecahan warga asing warga malaysia parti dimalaysia bersembunyi tidak saringan,negative
negeri kes tinggi tidak mengaparlu buka sekolah pdpr risiko budak guru,negative
tidak function pkp sia pengusaha spa tak boleh beroperasi tak baloi tutup baik buka kes duduk naik bukan turun alang pkp sektor,negative
boleh turun rentas negeri jangan dibenarkan jangan bawa penyakit kesemua,positive
mungkin saringan kurang positive duduk umah semoga dipermudahkan urusan sop jaga,neutral
